name,depth,path,has_children
prepare_body,2,requests.PreparedRequest.prepare_body,False
prepare_content_length,2,requests.PreparedRequest.prepare_content_length,False
prepare_auth,2,requests.PreparedRequest.prepare_auth,False
prepare_cookies,2,requests.PreparedRequest.prepare_cookies,False
prepare_hooks,2,requests.PreparedRequest.prepare_hooks,False
Request,1,requests.Request,True
Request,2,requests.Request.Request,False
prepare,2,requests.Request.prepare,False
Response,1,requests.Response,True
Response,2,requests.Response.Response,False
ok,2,requests.Response.ok,False
is_redirect,2,requests.Response.is_redirect,False
is_permanent_redirect,2,requests.Response.is_permanent_redirect,False
next,2,requests.Response.next,False
apparent_encoding,2,requests.Response.apparent_encoding,False
iter_content,2,requests.Response.iter_content,False
iter_lines,2,requests.Response.iter_lines,False
content,2,requests.Response.content,False
text,2,requests.Response.text,False
json,2,requests.Response.json,False
links,2,requests.Response.links,False
raise_for_status,2,requests.Response.raise_for_status,False
close,2,requests.Response.close,False
Session,1,requests.Session,True
Session,2,requests.Session.Session,False
prepare_request,2,requests.Session.prepare_request,False
request,2,requests.Session.request,False
get,2,requests.Session.get,False
options,2,requests.Session.options,False
head,2,requests.Session.head,False
post,2,requests.Session.post,False
put,2,requests.Session.put,False
patch,2,requests.Session.patch,False
delete,2,requests.Session.delete,False
send,2,requests.Session.send,False
merge_environment_settings,2,requests.Session.merge_environment_settings,False
get_adapter,2,requests.Session.get_adapter,False
close,2,requests.Session.close,False
mount,2,requests.Session.mount,False
session,1,requests.session,False
